"Sens Factor =1.233dB, SERNO: 7017640"
10.054	-4.4903
10.179	-4.3287
10.306	-4.1704
10.434	-4.0153
10.564	-3.8634
10.696	-3.7146
10.829	-3.5689
10.964	-3.4262
11.1	-3.2866
11.238	-3.1500
11.378	-3.0163
11.52	-2.8856
11.663	-2.7577
11.809	-2.6328
11.956	-2.5107
12.104	-2.3914
12.255	-2.2748
12.408	-2.1610
12.562	-2.0499
12.718	-1.9415
12.877	-1.8357
13.037	-1.7326
13.199	-1.6320
13.364	-1.5339
13.53	-1.4384
13.698	-1.3454
13.869	-1.2548
14.042	-1.1666
14.216	-1.0808
14.393	-0.9974
14.573	-0.9163
14.754	-0.8375
14.938	-0.7609
15.124	-0.6865
15.312	-0.6144
15.503	-0.5444
15.696	-0.4766
15.891	-0.4108
16.089	-0.3471
16.289	-0.2854
16.492	-0.2257
16.697	-0.1680
16.905	-0.1123
17.115	-0.0584
17.328	-0.0064
17.544	0.0438
17.763	0.0921
17.984	0.1387
18.208	0.1836
18.434	0.2267
18.664	0.2682
18.896	0.3080
19.131	0.3462
19.369	0.3828
19.611	0.4179
19.855	0.4514
20.102	0.4835
20.352	0.5141
20.605	0.5434
20.862	0.5712
21.122	0.5976
21.385	0.6228
21.651	0.6467
21.92	0.6693
22.193	0.6906
22.47	0.7108
22.749	0.7298
23.032	0.7477
23.319	0.7645
23.609	0.7803
23.903	0.7950
24.201	0.8087
24.502	0.8214
24.807	0.8332
25.116	0.8441
25.429	0.8541
25.745	0.8633
26.066	0.8717
26.39	0.8793
26.719	0.8862
27.051	0.8923
27.388	0.8978
27.729	0.9026
28.074	0.9069
28.424	0.9105
28.778	0.9136
29.136	0.9162
29.499	0.9183
29.866	0.9199
30.238	0.9212
30.614	0.9220
30.995	0.9225
31.381	0.9226
31.772	0.9225
32.167	0.9221
32.568	0.9215
32.973	0.9207
33.383	0.9198
33.799	0.9187
34.22	0.9175
34.646	0.9162
35.077	0.9149
35.514	0.9129
35.956	0.9112
36.403	0.9098
36.857	0.9088
37.315	0.9085
37.78	0.9089
38.25	0.9099
38.726	0.9115
39.209	0.9135
39.697	0.9158
40.191	0.9184
40.691	0.9213
41.198	0.9250
41.711	0.9297
42.23	0.9356
42.756	0.9428
43.288	0.9512
43.827	0.9607
44.372	0.9708
44.925	0.9812
45.484	0.9918
46.05	1.0025
46.623	1.0130
47.204	1.0234
47.791	1.0336
48.386	1.0433
48.989	1.0528
49.599	1.0618
50.216	1.0705
50.841	1.0787
51.474	1.0865
52.115	1.0938
52.764	1.1006
53.42	1.1068
54.085	1.1123
54.759	1.1173
55.44	1.1216
56.131	1.1252
56.829	1.1282
57.537	1.1304
58.253	1.1318
58.978	1.1323
59.712	1.1321
60.456	1.1311
61.208	1.1296
61.97	1.1275
62.742	1.1250
63.523	1.1220
64.314	1.1184
65.114	1.1142
65.925	1.1095
66.745	1.1042
67.576	1.0982
68.418	1.0912
69.269	1.0833
70.132	1.0743
71.005	1.0643
71.889	1.0534
72.784	1.0419
73.69	1.0299
74.607	1.0178
75.536	1.0057
76.476	0.9936
77.428	0.9817
78.392	0.9699
79.368	0.9582
80.356	0.9465
81.356	0.9349
82.369	0.9233
83.394	0.9116
84.433	0.8999
85.484	0.8881
86.548	0.8760
87.625	0.8638
88.716	0.8514
89.82	0.8390
90.939	0.8266
92.071	0.8144
93.217	0.8024
94.377	0.7909
95.552	0.7798
96.742	0.7693
97.946	0.7591
99.165	0.7495
100.4	0.7402
101.65	0.7312
102.915	0.7226
104.196	0.7144
105.493	0.7065
106.806	0.6989
108.136	0.6916
109.482	0.6847
110.845	0.6780
112.225	0.6717
113.622	0.6656
115.037	0.6598
116.469	0.6543
117.919	0.6492
119.386	0.6444
120.873	0.6400
122.377	0.6359
123.901	0.6322
125.443	0.6289
127.005	0.6259
128.586	0.6233
130.187	0.6212
131.807	0.6196
133.448	0.6185
135.109	0.6179
136.791	0.6177
138.494	0.6177
140.218	0.6181
141.964	0.6190
143.731	0.6204
145.52	0.6222
147.332	0.6244
149.166	0.6268
151.023	0.6294
152.903	0.6318
154.806	0.6341
156.734	0.6360
158.685	0.6376
160.66	0.6387
162.66	0.6395
164.685	0.6399
166.735	0.6400
168.811	0.6399
170.912	0.6398
173.04	0.6396
175.194	0.6393
177.375	0.6389
179.583	0.6384
181.819	0.6376
184.082	0.6367
186.374	0.6355
188.694	0.6342
191.043	0.6325
193.421	0.6304
195.829	0.6278
198.267	0.6247
200.735	0.6210
203.234	0.6165
205.764	0.6113
208.325	0.6055
210.919	0.5992
213.544	0.5923
216.203	0.5849
218.894	0.5769
221.619	0.5684
224.378	0.5597
227.171	0.5506
229.999	0.5413
232.862	0.5317
235.761	0.5218
238.696	0.5115
241.668	0.5008
244.676	0.4898
247.722	0.4785
250.806	0.4669
253.928	0.4551
257.089	0.4433
260.29	0.4314
263.53	0.4194
266.81	0.4074
270.132	0.3954
273.495	0.3834
276.899	0.3714
280.346	0.3593
283.836	0.3471
287.37	0.3350
290.947	0.3228
294.569	0.3108
298.236	0.2989
301.949	0.2871
305.708	0.2755
309.513	0.2643
313.366	0.2535
317.267	0.2432
321.217	0.2336
325.216	0.2246
329.264	0.2165
333.363	0.2090
337.513	0.2022
341.715	0.1960
345.969	0.1903
350.276	0.1851
354.636	0.1803
359.051	0.1758
363.521	0.1717
368.046	0.1678
372.628	0.1640
377.266	0.1606
381.963	0.1574
386.718	0.1546
391.532	0.1521
396.406	0.1500
401.341	0.1483
406.337	0.1468
411.395	0.1458
416.517	0.1450
421.702	0.1445
426.951	0.1442
432.266	0.1440
437.648	0.1440
443.096	0.1441
448.612	0.1442
454.196	0.1445
459.851	0.1448
465.575	0.1451
471.371	0.1453
477.239	0.1454
483.18	0.1455
489.195	0.1454
495.285	0.1453
501.45	0.1452
507.693	0.1448
514.013	0.1443
520.412	0.1434
526.89	0.1423
533.449	0.1408
540.09	0.1391
546.814	0.1370
553.621	0.1347
560.513	0.1324
567.49	0.1301
574.555	0.1278
581.707	0.1254
588.949	0.1231
596.281	0.1207
603.703	0.1184
611.219	0.1161
618.828	0.1139
626.531	0.1117
634.331	0.1096
642.228	0.1074
650.222	0.1052
658.317	0.1030
666.512	0.1008
674.809	0.0986
683.21	0.0964
691.715	0.0941
700.326	0.0918
709.044	0.0895
717.871	0.0871
726.807	0.0846
735.855	0.0821
745.016	0.0796
754.29	0.0770
763.68	0.0745
773.187	0.0719
782.812	0.0694
792.557	0.0669
802.424	0.0643
812.413	0.0617
822.526	0.0590
832.766	0.0562
843.133	0.0532
853.629	0.0501
864.255	0.0469
875.014	0.0436
885.907	0.0402
896.935	0.0366
908.101	0.0330
919.406	0.0292
930.851	0.0255
942.439	0.0217
954.171	0.0179
966.049	0.0141
978.076	0.0103
990.251	0.0065
1002.579	0.0028
1015.06	-0.0009
1027.696	-0.0047
1040.489	-0.0085
1053.442	-0.0122
1066.556	-0.0158
1079.833	-0.0194
1093.276	-0.0229
1106.886	-0.0263
1120.665	-0.0296
1134.616	-0.0327
1148.741	-0.0357
1163.041	-0.0386
1177.519	-0.0412
1192.178	-0.0437
1207.019	-0.0458
1222.045	-0.0478
1237.258	-0.0496
1252.66	-0.0511
1268.254	-0.0525
1284.042	-0.0536
1300.027	-0.0545
1316.211	-0.0552
1332.596	-0.0557
1349.185	-0.0560
1365.981	-0.0560
1382.985	-0.0557
1400.202	-0.0551
1417.633	-0.0541
1435.28	-0.0528
1453.148	-0.0512
1471.238	-0.0493
1489.553	-0.0472
1508.096	-0.0447
1526.87	-0.0420
1545.877	-0.0390
1565.121	-0.0357
1584.605	-0.0323
1604.332	-0.0286
1624.303	-0.0247
1644.524	-0.0206
