"Sens Factor =1.233dB, SERNO: 7017640"
1664.996	-0.0164
1685.723	-0.0119
1706.708	-0.0072
1727.955	-0.0023
1749.466	0.0028
1771.244	0.0080
1793.294	0.0135
1815.618	0.0190
1838.221	0.0247
1861.104	0.0306
1884.272	0.0365
1907.729	0.0427
1931.478	0.0489
1955.523	0.0552
1979.866	0.0614
2004.513	0.0673
2029.467	0.0728
2054.731	0.0779
2080.31	0.0827
2106.207	0.0873
2132.427	0.0917
2158.973	0.0959
2185.849	0.1001
2213.06	0.1042
2240.61	0.1082
2268.503	0.1121
2296.743	0.1158
2325.334	0.1192
2354.282	0.1224
2383.59	0.1255
2413.262	0.1286
2443.305	0.1317
2473.721	0.1349
2504.515	0.1383
2535.693	0.1417
2567.26	0.1452
2599.219	0.1487
2631.576	0.1523
2664.335	0.1560
2697.503	0.1597
2731.084	0.1636
2765.082	0.1674
2799.504	0.1714
2834.354	0.1756
2869.638	0.1799
2905.362	0.1843
2941.53	0.1889
2978.148	0.1938
3015.222	0.1989
3052.758	0.2043
3090.761	0.2100
3129.237	0.2160
3168.192	0.2223
3207.632	0.2289
3247.563	0.2360
3287.991	0.2437
3328.923	0.2521
3370.364	0.2614
3412.32	0.2714
3454.799	0.2822
3497.807	0.2937
3541.351	0.3059
3585.436	0.3189
3630.07	0.3325
3675.26	0.3468
3721.012	0.3618
3767.334	0.3776
3814.233	0.3942
3861.715	0.4118
3909.789	0.4304
3958.46	0.4497
4007.738	0.4699
4057.63	0.4906
4108.142	0.5120
4159.283	0.5339
4211.061	0.5563
4263.483	0.5792
4316.559	0.6026
4370.294	0.6263
4424.699	0.6504
4479.781	0.6746
4535.548	0.6990
4592.01	0.7234
4649.175	0.7476
4707.051	0.7715
4765.648	0.7948
4824.975	0.8173
4885.039	0.8388
4945.852	0.8593
5007.421	0.8787
5069.757	0.8969
5132.87	0.9141
5196.768	0.9302
5261.46	0.9452
5326.959	0.9591
5393.273	0.9719
5460.413	0.9836
5528.388	0.9944
5597.209	1.0045
5666.887	1.0139
5737.433	1.0227
5808.857	1.0310
5881.169	1.0387
5954.383	1.0460
6028.507	1.0529
6103.555	1.0594
6179.536	1.0658
6256.464	1.0720
6334.349	1.0780
6413.204	1.0837
6493.04	1.0893
6573.87	1.0945
6655.706	1.0995
6738.562	1.1041
6822.448	1.1083
6907.379	1.1119
6993.367	1.1147
7080.426	1.1165
7168.568	1.1172
7257.808	1.1170
7348.158	1.1157
7439.633	1.1134
7532.248	1.1102
7626.015	1.1060
7720.949	1.1009
7817.065	1.0949
7914.377	1.0881
8012.901	1.0811
8112.652	1.0738
8213.645	1.0664
8315.894	1.0588
8419.416	1.0509
8524.228	1.0428
8630.343	1.0344
8737.78	1.0256
8846.555	1.0165
8956.683	1.0070
9068.182	0.9969
9181.069	0.9861
9295.362	0.9745
9411.078	0.9618
9528.233	0.9479
9646.849	0.9328
9766.939	0.9164
9888.525	0.8983
10011.625	0.8786
10136.257	0.8571
10262.44	0.8336
10390.195	0.8081
10519.54	0.7808
10650.495	0.7516
10783.08	0.7206
10917.316	0.6877
11053.223	0.6531
11190.821	0.6166
11330.133	0.5785
11471.179	0.5390
11613.98	0.4984
11758.561	0.4570
11904.939	0.4146
12053.141	0.3715
12203.188	0.3277
12355.102	0.2831
12508.907	0.2375
12664.627	0.1912
12822.286	0.1442
12981.907	0.0967
13143.516	0.0486
13307.136	-0.0002
13472.793	-0.0498
13640.512	-0.1001
13810.319	-0.1510
13982.24	-0.2025
14156.302	-0.2546
14332.529	-0.3071
14510.951	-0.3599
14691.595	-0.4132
14874.486	-0.4666
15059.655	-0.5200
15247.129	-0.5732
15436.937	-0.6257
15629.106	-0.6778
15823.669	-0.7295
16020.654	-0.7808
16220.091	-0.8314
16422.01	-0.8811
16626.443	-0.9298
16833.422	-0.9771
17042.977	-1.0229
17255.141	-1.0673
17469.945	-1.1102
17687.424	-1.1517
17907.609	-1.1770
18130.537	-1.2023
18356.24	-1.2276
18584.752	-1.2528
18816.107	-1.2781
19050.346	-1.3033
19287.498	-1.3287
19527.604	-1.3541
19770.697	-1.3795
20016.816	-1.4051

